EXP True plastic strain,"EXP True stress, Mpa",1 True plastic strain,"1 True stress, Mpa","2 True plastic strain,-","2 True stress, Mpa","3 True plastic strain,-","3 True stress, Mpa","4 True plastic strain,-","4 True stress, Mpa","5 True plastic strain,-","5 True stress, Mpa","6 True plastic strain,-","6 True stress, Mpa","7 True plastic strain,-","7 True stress, Mpa"
0.034330416,1015.291077,,,,,,,,,,,,,,
0.034421701,1015.450745,,,,,,,,,,,,,,
0.034518357,1015.558105,,,,,,,,,,,,,,
0.034624323,1015.685669,,,,,,,,,,,,,,
0.034713779,1015.828979,,,,,,,,,,,,,,
0.034820199,1016.013489,,,,,,,,,,,,,,
0.034911878,1016.151855,,,,,,,,,,,,,,
0.035002779,1016.25531,,,,,,,,,,,,,,
0.035104942,1016.477661,,,,,,,,,,,,,,
0.03519883,1016.743958,,,,,,,,,,,,,,
0.035299283,1016.842224,,,,,,,,,,,,,,
0.035396367,1017.042358,,,,,,,,,,,,,,
0.03549828,1017.170776,,,,,,,,,,,,,,
0.035596568,1017.428223,,,,,,,,,,,,,,
0.035691366,1017.518066,,,,,,,,,,,,,,
0.035792846,1017.655823,,,,,,,,,,,,,,
0.035886336,1017.826416,,,,,,,,,,,,,,
0.035982914,1018.09845,,,,,,,,,,,,,,
0.036093865,1018.238098,,,,,,,,,,,,,,
0.036191188,1018.37146,,,,,,,,,,,,,,
0.03627792,1018.492981,,,,,,,,,,,,,,
0.036380868,1018.651489,,,,,,,,,,,,,,
0.036481544,1018.834412,,,,,,,,,,,,,,
0.036569688,1018.920471,,,,,,,,,,,,,,
0.036675837,1019.037415,,,,,,,,,,,,,,
0.036775552,1019.276917,,,,,,,,,,,,,,
0.036874078,1019.541382,,,,,,,,,,,,,,
0.03697446,1019.633728,,,,,,,,,,,,,,
0.037070543,1019.773682,,,,,,,,,,,,,,
0.037160903,1019.904602,,,,,,,,,,,,,,
0.037263747,1020.14447,,,,,,,,,,,,,,
0.037367214,1020.234924,,,,,,,,,,,,,,
0.037463479,1020.318481,,,,,,,,,,,,,,
0.03755657,1020.444641,,,,,,,,,,,,,,
0.037662245,1020.745117,,,,,,,,,,,,,,
0.037757408,1020.837402,,,,,,,,,,,,,,
0.037856951,1020.998352,,,,,,,,,,,,,,
0.037950095,1021.105042,,,,,,,,,,,,,,
0.038057961,1021.281006,,,,,,,,,,,,,,
0.038155362,1021.489258,,,,,,,,,,,,,,
0.038262554,1021.62915,,,,,,,,,,,,,,
0.038357019,1021.705444,,,,,,,,,,,,,,
0.038457252,1021.878662,,,,,,,,,,,,,,
0.038558673,1022.063477,,,,,,,,,,,,,,
0.038659032,1022.162537,,,,,,,,,,,,,,
0.038757175,1022.304443,,,,,,,,,,,,,,
0.03885391,1022.432861,,,,,,,,,,,,,,
0.038958568,1022.659546,,,,,,,,,,,,,,
0.039053466,1022.80011,,,,,,,,,,,,,,
0.039158866,1022.863403,,,,,,,,,,,,,,
0.039253738,1022.979004,,,,,,,,,,,,,,
0.039360646,1023.207764,,,,,,,,,,,,,,
0.039463863,1023.260498,,,,,,,,,,,,,,
0.039565634,1023.413208,,,,,,,,,,,,,,
0.039660074,1023.53064,,,,,,,,,,,,,,
0.039758354,1023.770142,,,,,,,,,,,,,,
0.039874069,1023.960999,,,,,,,,,,,,,,
0.039961483,1024.058594,,,,,,,,,,,,,,
0.040060412,1024.12085,,,,,,,,,,,,,,
0.040163342,1024.319336,,,,,,,,,,,,,,
0.040260512,1024.497314,,,,,,,,,,,,,,
0.040365178,1024.627686,,,,,,,,,,,,,,
0.040467788,1024.809692,,,,,,,,,,,,,,
0.040574457,1024.928589,,,,,,,,,,,,,,
0.04067836,1025.114868,,,,,,,,,,,,,,
0.040773597,1025.257935,,,,,,,,,,,,,,
0.040877551,1025.352783,,,,,,,,,,,,,,
0.040980678,1025.523071,,,,,,,,,,,,,,
0.041075718,1025.696899,,,,,,,,,,,,,,
0.041189052,1025.796509,,,,,,,,,,,,,,
0.041293215,1025.874268,,,,,,,,,,,,,,
0.041382067,1025.959473,,,,,,,,,,,,,,
0.041492391,1026.15918,,,,,,,,,,,,,,
0.041594423,1026.295532,,,,,,,,,,,,,,
0.041701548,1026.380005,,,,,,,,,,,,,,
0.041792426,1026.422852,,,,,,,,,,,,,,
0.041904751,1026.652222,,,,,,,,,,,,,,
0.042015642,1026.810791,,,,,,,,,,,,,,
0.042112239,1026.918213,,,,,,,,,,,,,,
0.042204633,1027.028198,,,,,,,,,,,,,,
0.042307228,1027.144409,,,,,,,,,,,,,,
0.042418033,1027.407227,,,,,,,,,,,,,,
0.042509705,1027.494263,,,,,,,,,,,,,,
0.042622529,1027.581055,,,,,,,,,,,,,,
0.042724028,1027.712036,,,,,,,,,,,,,,
0.042825054,1027.918823,,,,,,,,,,,,,,
0.042930771,1027.979126,,,,,,,,,,,,,,
0.043035574,1028.127686,,,,,,,,,,,,,,
0.043139182,1028.274536,,,,,,,,,,,,,,
0.043234412,1028.480713,,,,,,,,,,,,,,
0.043355554,1028.646973,,,,,,,,,,,,,,
0.04344748,1028.710083,,,,,,,,,,,,,,
0.043550707,1028.77832,,,,,,,,,,,,,,
0.043665286,1028.976685,,,,,,,,,,,,,,
0.043779742,1029.071411,,,,,,,,,,,,,,
0.043860909,1029.122925,,,,,,,,,,,,,,
0.043970518,1029.255737,,,,,,,,,,,,,,
0.044075668,1029.387451,,,,,,,,,,,,,,
0.044187311,1029.628174,,,,,,,,,,,,,,
0.044294022,1029.757813,,,,,,,,,,,,,,
0.044391524,1029.835449,,,,,,,,,,,,,,
0.044490319,1029.946533,,,,,,,,,,,,,,
0.044603024,1030.137573,,,,,,,,,,,,,,
0.044716131,1030.151001,,,,,,,,,,,,,,
0.044821989,1030.30542,,,,,,,,,,,,,,
0.044917528,1030.412231,,,,,,,,,,,,,,
0.04503312,1030.602051,,,,,,,,,,,,,,
0.045122296,1030.715576,,,,,,,,,,,,,,
0.045252863,1030.830811,,,,,,,,,,,,,,
0.045298535,1030.878906,,,,,,,,,,,,,,
0.045462627,1031.1875,,,,,,,,,,,,,,
0.045574442,1031.336548,,,,,,,,,,,,,,
0.045678101,1031.383545,,,,,,,,,,,,,,
0.045776736,1031.452148,,,,,,,,,,,,,,
0.045900427,1031.614746,,,,,,,,,,,,,,
0.045980554,1031.820801,,,,,,,,,,,,,,
0.04609384,1031.916748,,,,,,,,,,,,,,
0.046212874,1031.992798,,,,,,,,,,,,,,
0.046304356,1032.152344,,,,,,,,,,,,,,
0.046429638,1032.402222,,,,,,,,,,,,,,
0.046531178,1032.386475,,,,,,,,,,,,,,
0.046641145,1032.51123,,,,,,,,,,,,,,
0.046763781,1032.582275,,,,,,,,,,,,,,
0.046849474,1032.805176,,,,,,,,,,,,,,
0.046950068,1032.849609,,,,,,,,,,,,,,
0.04708441,1032.973267,,,,,,,,,,,,,,
0.047180414,1033.057251,,,,,,,,,,,,,,
0.047296096,1033.290161,,,,,,,,,,,,,,
0.047402281,1033.403442,,,,,,,,,,,,,,
0.047503613,1033.507202,,,,,,,,,,,,,,
0.047604583,1033.59021,,,,,,,,,,,,,,
0.047722198,1033.707031,,,,,,,,,,,,,,
0.04783887,1033.890991,,,,,,,,,,,,,,
0.047948152,1034.000854,,,,,,,,,,,,,,
0.048036858,1034.033325,,,,,,,,,,,,,,
0.048168529,1034.24939,,,,,,,,,,,,,,
0.048271518,1034.489746,,,,,,,,,,,,,,
0.048377633,1034.526611,,,,,,,,,,,,,,
0.048493721,1034.594604,,,,,,,,,,,,,,
0.048603136,1034.679565,,,,,,,,,,,,,,
0.048715726,1034.879272,,,,,,,,,,,,,,
0.048829101,1034.954834,,,,,,,,,,,,,,
0.048939247,1035.041382,,,,,,,,,,,,,,
0.049045715,1035.134766,,,,,,,,,,,,,,
0.049152706,1035.348267,,,,,,,,,,,,,,
0.04926949,1035.38501,,,,,,,,,,,,,,
0.049374908,1035.494141,,,,,,,,,,,,,,
0.049488191,1035.568604,,,,,,,,,,,,,,
0.049600903,1035.71936,,,,,,,,,,,,,,
0.04971426,1035.857056,,,,,,,,,,,,,,
0.049829543,1035.874512,,,,,,,,,,,,,,
0.049937744,1035.946899,,,,,,,,,,,,,,
0.050038051,1036.152222,,,,,,,,,,,,,,
0.050165098,1036.367676,,,,,,,,,,,,,,
0.050259355,1036.399292,,,,,,,,,,,,,,
0.050381318,1036.505127,,,,,,,,,,,,,,
0.050480362,1036.588257,,,,,,,,,,,,,,
0.050598413,1036.761963,,,,,,,,,,,,,,
0.050696343,1036.829956,,,,,,,,,,,,,,
0.050814137,1036.855469,,,,,,,,,,,,,,
0.0509247,1037.028198,,,,,,,,,,,,,,
0.051036071,1037.256348,,,,,,,,,,,,,,
0.051147178,1037.292969,,,,,,,,,,,,,,
0.051258765,1037.418457,,,,,,,,,,,,,,
0.051370766,1037.506836,,,,,,,,,,,,,,
0.051481567,1037.70813,,,,,,,,,,,,,,
0.051587015,1037.846069,,,,,,,,,,,,,,
0.051707417,1037.901489,,,,,,,,,,,,,,
0.051822625,1037.955566,,,,,,,,,,,,,,
0.051938761,1038.093506,,,,,,,,,,,,,,
0.05205306,1038.240234,,,,,,,,,,,,,,
0.05217335,1038.257202,,,,,,,,,,,,,,
0.052284289,1038.39624,,,,,,,,,,,,,,
0.052393015,1038.463135,,,,,,,,,,,,,,
0.052508172,1038.674805,,,,,,,,,,,,,,
0.052621741,1038.740723,,,,,,,,,,,,,,
0.052733898,1038.727661,,,,,,,,,,,,,,
0.052844446,1038.879517,,,,,,,,,,,,,,
0.052952696,1039.083618,,,,,,,,,,,,,,
0.05306958,1039.164429,,,,,,,,,,,,,,
0.053194415,1039.291382,,,,,,,,,,,,,,
0.053300485,1039.370605,,,,,,,,,,,,,,
0.053405665,1039.476929,,,,,,,,,,,,,,
0.053539891,1039.641113,,,,,,,,,,,,,,
0.053646065,1039.687744,,,,,,,,,,,,,,
0.053763844,1039.711426,,,,,,,,,,,,,,
0.053875238,1039.898682,,,,,,,,,,,,,,
0.053999156,1040.05249,,,,,,,,,,,,,,
0.054108471,1040.106201,,,,,,,,,,,,,,
0.054239664,1040.247437,,,,,,,,,,,,,,
0.054339323,1040.292969,,,,,,,,,,,,,,
0.054460663,1040.490479,,,,,,,,,,,,,,
0.054569393,1040.518066,,,,,,,,,,,,,,
0.054682929,1040.534424,,,,,,,,,,,,,,
0.054801073,1040.60791,,,,,,,,,,,,,,
0.05492764,1040.806396,,,,,,,,,,,,,,
0.055036694,1040.837524,,,,,,,,,,,,,,
0.05515587,1040.97644,,,,,,,,,,,,,,
0.055266026,1041.075317,,,,,,,,,,,,,,
0.055377942,1041.251587,,,,,,,,,,,,,,
0.05550497,1041.454956,,,,,,,,,,,,,,
0.05562374,1041.52124,,,,,,,,,,,,,,
0.055742685,1041.512939,,,,,,,,,,,,,,
0.055854827,1041.637695,,,,,,,,,,,,,,
0.055967029,1041.672974,,,,,,,,,,,,,,
0.056083512,1041.699829,,,,,,,,,,,,,,
0.056202818,1041.853638,,,,,,,,,,,,,,
0.056312248,1041.988892,,,,,,,,,,,,,,
0.056437511,1042.233276,,,,,,,,,,,,,,
0.056560237,1042.302856,,,,,,,,,,,,,,
0.056678455,1042.375366,,,,,,,,,,,,,,
0.056795802,1042.469604,,,,,,,,,,,,,,
0.056916974,1042.643921,,,,,,,,,,,,,,
0.057028733,1042.632202,,,,,,,,,,,,,,
0.057154462,1042.782349,,,,,,,,,,,,,,
0.057278577,1042.835083,,,,,,,,,,,,,,
0.057395067,1042.907349,,,,,,,,,,,,,,
0.057514403,1042.996948,,,,,,,,,,,,,,
0.057654504,1043.106689,,,,,,,,,,,,,,
0.05774251,1043.090698,,,,,,,,,,,,,,
0.057871357,1043.256958,,,,,,,,,,,,,,
0.057995904,1043.395142,,,,,,,,,,,,,,
0.058101632,1043.455933,,,,,,,,,,,,,,
0.058224753,1043.566162,,,,,,,,,,,,,,
0.058352582,1043.727661,,,,,,,,,,,,,,
0.058462597,1043.876221,,,,,,,,,,,,,,
0.058578748,1043.916626,,,,,,,,,,,,,,
0.058693778,1043.91272,,,,,,,,,,,,,,
0.058824349,1044.0271,,,,,,,,,,,,,,
0.058944222,1044.2323,,,,,,,,,,,,,,
0.059054103,1044.255371,,,,,,,,,,,,,,
0.059188079,1044.326416,,,,,,,,,,,,,,
0.059300188,1044.357178,,,,,,,,,,,,,,
0.059426777,1044.563232,,,,,,,,,,,,,,
0.059552733,1044.642456,,,,,,,,,,,,,,
0.059665978,1044.700806,,,,,,,,,,,,,,
0.059803922,1044.738281,,,,,,,,,,,,,,
0.059914809,1044.910278,,,,,,,,,,,,,,
0.06004056,1045.021729,,,,,,,,,,,,,,
0.060156472,1045.053833,,,,,,,,,,,,,,
0.060280897,1045.123535,,,,,,,,,,,,,,
0.060408004,1045.210815,,,,,,,,,,,,,,
0.060527604,1045.347168,,,,,,,,,,,,,,
0.060652815,1045.424316,,,,,,,,,,,,,,
0.060767662,1045.407349,,,,,,,,,,,,,,
0.060900353,1045.525146,,,,,,,,,,,,,,
0.061020821,1045.65271,,,,,,,,,,,,,,
0.061148692,1045.711548,,,,,,,,,,,,,,
0.061264344,1045.748779,,,,,,,,,,,,,,
0.061392009,1045.837646,,,,,,,,,,,,,,
0.061512519,1046.052246,,,,,,,,,,,,,,
0.061639551,1046.143188,,,,,,,,,,,,,,
0.061758883,1046.170532,,,,,,,,,,,,,,
0.061895005,1046.234131,,,,,,,,,,,,,,
0.06200932,1046.390503,,,,,,,,,,,,,,
0.062133685,1046.381958,,,,,,,,,,,,,,
0.062255304,1046.453857,,,,,,,,,,,,,,
0.062389906,1046.456177,,,,,,,,,,,,,,
0.0625083,1046.56665,,,,,,,,,,,,,,
0.062635258,1046.782227,,,,,,,,,,,,,,
0.062760346,1046.851074,,,,,,,,,,,,,,
0.062882207,1046.853149,,,,,,,,,,,,,,
0.063008763,1046.9104,,,,,,,,,,,,,,
0.063140497,1047.078613,,,,,,,,,,,,,,
0.063262023,1047.078491,,,,,,,,,,,,,,
0.06338352,1047.121094,,,,,,,,,,,,,,
0.063517116,1047.121338,,,,,,,,,,,,,,
0.06363593,1047.258423,,,,,,,,,,,,,,
0.063755713,1047.489014,,,,,,,,,,,,,,
0.063886069,1047.590942,,,,,,,,,,,,,,
0.064020932,1047.520508,,,,,,,,,,,,,,
0.06414482,1047.651245,,,,,,,,,,,,,,
0.064283945,1047.7323,,,,,,,,,,,,,,
0.064403333,1047.785889,,,,,,,,,,,,,,
0.064533204,1047.790283,,,,,,,,,,,,,,
0.064652391,1047.852783,,,,,,,,,,,,,,
0.06478668,1047.958862,,,,,,,,,,,,,,
0.064921655,1048.013672,,,,,,,,,,,,,,
0.065038957,1048.031128,,,,,,,,,,,,,,
0.065178834,1048.22229,,,,,,,,,,,,,,
0.065307669,1048.415405,,,,,,,,,,,,,,
0.065443315,1048.350952,,,,,,,,,,,,,,
0.065570615,1048.418701,,,,,,,,,,,,,,
0.065704957,1048.455444,,,,,,,,,,,,,,
0.065831713,1048.5979,,,,,,,,,,,,,,
0.0659592,1048.546143,,,,,,,,,,,,,,
0.066090755,1048.553223,,,,,,,,,,,,,,
0.066220298,1048.562134,,,,,,,,,,,,,,
0.066347234,1048.695801,,,,,,,,,,,,,,
0.066472448,1048.671509,,,,,,,,,,,,,,
0.066599302,1048.736206,,,,,,,,,,,,,,
0.066742197,1048.830811,,,,,,,,,,,,,,
0.066859335,1048.89209,,,,,,,,,,,,,,
0.066992797,1048.952026,,,,,,,,,,,,,,
0.067128502,1048.927002,,,,,,,,,,,,,,
0.067260362,1049.021973,,,,,,,,,,,,,,
0.067392401,1049.190674,,,,,,,,,,,,,,
0.067518279,1049.247803,,,,,,,,,,,,,,
0.067657419,1049.217285,,,,,,,,,,,,,,
0.06777852,1049.24939,,,,,,,,,,,,,,
0.067899279,1049.234497,,,,,,,,,,,,,,
0.068040334,1049.384277,,,,,,,,,,,,,,
0.068173274,1049.361694,,,,,,,,,,,,,,
0.068303339,1049.370239,,,,,,,,,,,,,,
0.068440162,1049.381348,,,,,,,,,,,,,,
0.068565406,1049.592773,,,,,,,,,,,,,,
0.068695463,1049.599609,,,,,,,,,,,,,,
0.068853669,1049.747437,,,,,,,,,,,,,,
0.068941154,1049.692871,,,,,,,,,,,,,,
0.069071248,1049.67688,,,,,,,,,,,,,,
0.069220111,1049.678955,,,,,,,,,,,,,,
0.06936644,1049.732788,,,,,,,,,,,,,,
0.069486357,1049.677979,,,,,,,,,,,,,,
0.069624715,1049.803467,,,,,,,,,,,,,,
0.069759198,1049.964478,,,,,,,,,,,,,,
0.069888562,1049.975708,,,,,,,,,,,,,,
0.070025593,1049.958008,,,,,,,,,,,,,,
0.070152648,1049.875732,,,,,,,,,,,,,,
0.070282616,1049.925659,,,,,,,,,,,,,,
0.07042326,1049.920532,,,,,,,,,,,,,,
0.070556395,1049.88269,,,,,,,,,,,,,,
0.070680402,1049.885132,,,,,,,,,,,,,,
0.070824765,1050.066772,,,,,,,,,,,,,,
